"GEO_ID","NAME","B28007_001E","B28007_001M","B28007_002E","B28007_002M","B28007_003E","B28007_003M","B28007_004E","B28007_004M","B28007_005E","B28007_005M","B28007_006E","B28007_006M","B28007_007E","B28007_007M","B28007_008E","B28007_008M","B28007_009E","B28007_009M","B28007_010E","B28007_010M","B28007_011E","B28007_011M","B28007_012E","B28007_012M","B28007_013E","B28007_013M","B28007_014E","B28007_014M","B28007_015E","B28007_015M","B28007_016E","B28007_016M","B28007_017E","B28007_017M","B28007_018E","B28007_018M","B28007_019E","B28007_019M","B28007_020E","B28007_020M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In the civilian labor force","Margin of Error!!Total!!In the civilian labor force","Estimate!!Total!!In the civilian labor force!!Employed","Margin of Error!!Total!!In the civilian labor force!!Employed","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!No computer","Estimate!!Total!!In the civilian labor force!!Unemployed","Margin of Error!!Total!!In the civilian labor force!!Unemployed","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!No computer","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force","Estimate!!Total!!Not in labor force!!Has a computer","Margin of Error!!Total!!Not in labor force!!Has a computer","Estimate!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Not in labor force!!No computer","Margin of Error!!Total!!Not in labor force!!No computer"
"1400000US41001950400","Census Tract 9504, Baker County, Oregon","2179","172","1149","163","1058","148","1020","151","0","12","919","156","101","57","38","29","91","72","91","72","0","12","91","72","0","12","0","12","1030","141","788","134","10","15","672","119","106","59","242","96"
"1400000US41001950600","Census Tract 9506, Baker County, Oregon","1673","159","664","109","618","94","592","91","0","12","559","95","33","25","26","21","46","34","46","34","0","12","39","34","7","8","0","12","1009","117","868","115","7","10","703","96","158","73","141","54"
"1400000US41001950200","Census Tract 9502, Baker County, Oregon","2722","222","1564","207","1371","166","1300","156","0","12","1239","156","61","49","71","51","193","109","193","109","0","12","144","97","49","49","0","12","1158","173","865","152","0","12","748","156","117","79","293","104"
"1400000US41001950500","Census Tract 9505, Baker County, Oregon","1782","172","1074","147","1032","149","1006","139","0","12","941","142","65","47","26","35","42","30","42","30","0","12","42","30","0","12","0","12","708","135","558","138","0","12","404","121","154","113","150","74"
"1400000US41033361100","Census Tract 3611, Josephine County, Oregon","7388","419","3848","338","3531","357","3348","369","0","17","3255","370","93","70","183","121","317","141","317","141","0","17","317","141","0","17","0","17","3540","354","2925","321","27","43","2771","325","127","96","615","240"
"1400000US41033361300","Census Tract 3613, Josephine County, Oregon","6209","474","3055","339","2815","328","2741","315","0","17","2518","314","223","124","74","92","240","136","225","133","0","17","106","70","119","111","15","24","3154","390","2931","395","30","50","2689","385","212","154","223","132"
"1400000US41033361400","Census Tract 3614, Josephine County, Oregon","2344","209","985","233","864","182","768","178","9","15","683","153","76","97","96","88","121","98","68","66","0","12","54","63","14","22","53","79","1359","194","1078","188","54","47","926","184","98","81","281","136"
"1400000US41033360701","Census Tract 3607.01, Josephine County, Oregon","3211","238","2113","231","1977","229","1904","231","7","12","1536","250","361","196","73","51","136","75","136","75","0","12","125","71","11","16","0","12","1098","150","961","153","8","12","857","165","96","56","137","63"
"1400000US41033360300","Census Tract 3603, Josephine County, Oregon","4846","340","2580","372","2339","366","2264","366","19","32","2169","366","76","61","75","73","241","146","241","146","0","17","241","146","0","17","0","17","2266","319","2111","333","66","73","1883","297","162","122","155","119"
"1400000US41033360400","Census Tract 3604, Josephine County, Oregon","3929","363","1555","220","1392","214","1344","215","19","30","1325","212","0","12","48","30","163","102","144","100","0","12","144","100","0","12","19","21","2374","301","2195","296","72","91","2068","293","55","45","179","92"
"1400000US41047010503","Census Tract 105.03, Marion County, Oregon","3357","314","2093","241","1975","234","1902","230","15","24","1584","257","303","177","73","66","118","81","118","81","0","12","118","81","0","12","0","12","1264","218","1103","205","11","17","898","165","194","154","161","88"
"1400000US41047010701","Census Tract 107.01, Marion County, Oregon","5782","311","3850","296","3691","287","3651","284","0","17","3524","284","127","92","40","36","159","113","159","113","0","17","123","105","36","43","0","17","1932","242","1699","236","0","17","1554","262","145","86","233","130"
"1400000US41047001503","Census Tract 15.03, Marion County, Oregon","3564","283","2236","287","2083","272","1997","261","23","34","1813","254","161","98","86","61","153","84","123","72","0","12","84","64","39","34","30","45","1328","169","1149","173","21","31","1028","168","100","57","179","76"
"1400000US41047001601","Census Tract 16.01, Marion County, Oregon","6139","470","3635","485","3527","466","3393","447","0","17","3190","395","203","196","134","139","108","75","108","75","0","17","108","75","0","17","0","17","2504","360","2216","360","0","17","2059","370","157","119","288","155"
"1400000US41033361200","Census Tract 3612, Josephine County, Oregon","5904","428","2863","374","2714","366","2472","352","15","24","2342","374","115","119","242","195","149","100","149","100","0","17","101","71","48","73","0","17","3041","413","2470","376","66","74","2221","387","183","111","571","278"
"1400000US41033360100","Census Tract 3601, Josephine County, Oregon","1790","175","619","183","485","154","478","156","0","12","441","161","37","34","7","11","134","85","76","47","0","12","70","48","6","9","58","74","1171","174","1014","182","12","19","877","186","125","75","157","94"
"1400000US41033360900","Census Tract 3609, Josephine County, Oregon","2347","262","959","209","783","173","718","183","0","12","695","181","23","63","65","56","176","118","125","94","0","12","113","92","12","18","51","54","1388","227","1260","227","0","12","1073","178","187","138","128","88"
"1400000US41033360600","Census Tract 3606, Josephine County, Oregon","4723","381","2737","353","2661","322","2554","321","0","17","2338","293","216","125","107","115","76","72","76","72","0","17","76","72","0","17","0","17","1986","329","1673","350","0","17","1332","277","341","250","313","127"
"1400000US41033360702","Census Tract 3607.02, Josephine County, Oregon","4566","390","2718","357","2586","356","2421","352","0","17","2421","352","0","17","165","128","132","95","132","95","0","17","102","86","30","37","0","17","1848","258","1488","249","0","17","1263","232","225","173","360","163"
"1400000US41033361000","Census Tract 3610, Josephine County, Oregon","4481","317","1897","219","1743","221","1651","225","12","20","1511","200","128","115","92","63","154","71","143","69","0","17","143","69","0","17","11","17","2584","283","2324","292","0","17","2192","254","132","152","260","123"
"1400000US41033361500","Census Tract 3615, Josephine County, Oregon","2152","221","871","180","765","175","678","170","11","17","636","169","31","29","87","69","106","53","98","52","0","12","98","52","0","12","8","13","1281","173","1064","183","52","58","961","184","51","41","217","123"
"1400000US41033361600","Census Tract 3616, Josephine County, Oregon","6926","634","2643","510","2299","468","2268","462","14","23","2191","462","63","48","31","31","344","210","324","210","0","17","324","210","0","17","20","25","4283","455","3621","523","38","35","2952","507","631","274","662","242"
"1400000US41033360800","Census Tract 3608, Josephine County, Oregon","4542","465","2023","327","1975","336","1880","343","0","17","1639","291","241","203","95","85","48","41","48","41","0","17","48","41","0","17","0","17","2519","382","2284","373","0","17","2051","318","233","280","235","137"
"1400000US41033360500","Census Tract 3605, Josephine County, Oregon","4480","319","2524","335","2310","348","2310","348","30","36","2005","316","275","237","0","17","214","145","214","145","0","17","214","145","0","17","0","17","1956","238","1722","254","26","31","1346","277","350","186","234","132"
"1400000US41035970200","Census Tract 9702, Klamath County, Oregon","4217","415","1428","272","1212","231","1144","232","18","24","829","212","297","123","68","46","216","117","211","117","0","17","144","116","67","50","5","9","2789","356","2285","348","37","34","1823","365","425","174","504","198"
"1400000US41035970800","Census Tract 9708, Klamath County, Oregon","1874","150","1073","137","1030","136","997","133","6","10","959","138","32","29","33","25","43","21","33","21","8","12","17","16","8","12","10","12","801","114","707","108","0","12","676","113","31","26","94","47"
"1400000US41035971600","Census Tract 9716, Klamath County, Oregon","2539","221","1326","200","1139","193","1010","190","0","12","957","185","53","54","129","88","187","133","161","125","0","12","92","73","69","97","26","37","1213","184","913","213","0","12","771","217","142","69","300","121"
"1400000US41035971200","Census Tract 9712, Klamath County, Oregon","1821","158","1054","158","909","113","878","115","0","12","733","137","145","106","31","42","145","87","145","87","0","12","101","68","44","52","0","12","767","153","560","143","0","12","480","130","80","51","207","103"
"1400000US41035971300","Census Tract 9713, Klamath County, Oregon","3937","403","1913","288","1773","283","1705","287","0","17","1512","301","193","99","68","54","140","83","140","83","0","17","140","83","0","17","0","17","2024","270","1851","288","0","17","1690","283","161","102","173","84"
"1400000US41035970600","Census Tract 9706, Klamath County, Oregon","1300","156","897","154","827","153","738","151","0","12","658","148","80","55","89","72","70","33","62","30","0","12","62","30","0","12","8","15","403","97","307","86","0","12","273","79","34","32","96","56"
"1400000US41035970900","Census Tract 9709, Klamath County, Oregon","3560","236","1835","234","1667","240","1638","239","10","16","1535","237","93","68","29","27","168","109","168","109","0","12","168","109","0","12","0","12","1725","221","1568","210","8","14","1465","202","95","66","157","90"
"1400000US41035971900","Census Tract 9719, Klamath County, Oregon","2861","236","1703","213","1515","194","1432","197","0","12","1348","200","84","65","83","62","188","87","166","87","0","12","161","87","5","12","22","25","1158","210","909","195","0","12","778","198","131","89","249","150"
"1400000US41035972000","Census Tract 9720, Klamath County, Oregon","3324","258","2137","255","1943","247","1870","252","0","12","1770","244","100","113","73","56","194","111","186","111","0","12","186","111","0","12","8","12","1187","183","922","168","0","12","879","172","43","40","265","108"
"1400000US41035970100","Census Tract 9701, Klamath County, Oregon","2731","389","1104","252","1052","235","993","229","0","12","709","216","284","124","59","73","52","45","32","31","0","12","32","31","0","12","20","32","1627","290","1466","284","14","22","1103","265","349","184","161","83"
"1400000US41035970400","Census Tract 9704, Klamath County, Oregon","1117","148","562","129","541","132","534","131","0","12","435","130","99","60","7","11","21","17","21","17","0","12","21","17","0","12","0","12","555","91","495","97","0","12","417","89","78","47","60","33"
"1400000US41035971400","Census Tract 9714, Klamath County, Oregon","4009","301","2330","252","2177","263","2093","258","0","17","2038","262","55","57","84","69","153","91","153","91","0","17","153","91","0","17","0","17","1679","269","1442","296","0","17","1427","298","15","24","237","113"
"1400000US41035971500","Census Tract 9715, Klamath County, Oregon","3272","291","1655","236","1432","240","1408","243","10","15","1085","199","313","131","24","28","223","108","223","108","0","12","195","95","28","43","0","12","1617","186","1341","217","0","12","1062","207","279","87","276","94"
"1400000US41035971800","Census Tract 9718, Klamath County, Oregon","2010","249","1312","227","1109","214","1070","208","0","12","1048","211","22","21","39","48","203","97","158","94","0","12","149","94","9","13","45","47","698","156","553","140","0","12","537","141","16","19","145","74"
