"GEO_ID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Has a computer","Margin of Error!!Total!!Has a computer","Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Has a computer!!Without an Internet subscription","Estimate!!Total!!No computer","Margin of Error!!Total!!No computer"
"1400000US41067031609","Census Tract 316.09, Washington County, Oregon","5324","200","5154","203","0","19","4770","213","384","145","170","111"
"1400000US41067031705","Census Tract 317.05, Washington County, Oregon","1867","90","1735","107","9","15","1623","129","103","91","132","62"
"1400000US41067030600","Census Tract 306, Washington County, Oregon","2334","138","2091","152","13","21","1799","174","279","115","243","132"
"1400000US41067031004","Census Tract 310.04, Washington County, Oregon","3090","121","2859","144","0","17","2622","173","237","141","231","95"
"1400000US41067031100","Census Tract 311, Washington County, Oregon","1204","75","1110","102","18","24","987","107","105","54","94","72"
"1400000US41067031403","Census Tract 314.03, Washington County, Oregon","1888","90","1830","98","7","12","1663","118","160","74","58","46"
"1400000US41067031507","Census Tract 315.07, Washington County, Oregon","2258","132","2100","150","0","17","1990","157","110","74","158","102"
"1400000US41067031509","Census Tract 315.09, Washington County, Oregon","1785","123","1721","122","7","11","1636","132","78","47","64","43"
"1400000US41067032902","Census Tract 329.02, Washington County, Oregon","2276","151","2212","145","14","21","2041","176","157","108","64","67"
"1400000US41067031704","Census Tract 317.04, Washington County, Oregon","3017","90","2989","95","30","37","2900","127","59","58","28","32"
"1400000US41067033000","Census Tract 330, Washington County, Oregon","2036","86","1878","108","12","19","1566","156","300","125","158","69"
"1400000US41067033600","Census Tract 336, Washington County, Oregon","844","44","763","47","17","18","615","65","131","63","81","30"
"1400000US41051005600","Census Tract 56, Multnomah County, Oregon","2751","178","2557","185","52","57","1990","227","515","172","194","84"
"1400000US41051006801","Census Tract 68.01, Multnomah County, Oregon","1108","37","1023","61","6","9","977","63","40","40","85","51"
"1400000US41051009501","Census Tract 95.01, Multnomah County, Oregon","1895","115","1630","134","9","15","1567","139","54","44","265","103"
"1400000US41051009400","Census Tract 94, Multnomah County, Oregon","2744","162","2434","181","14","23","2181","184","239","93","310","130"
"1400000US41061970300","Census Tract 9703, Union County, Oregon","911","58","807","66","2","3","729","66","76","33","104","33"
"1400000US41061970700","Census Tract 9707, Union County, Oregon","1333","111","1147","125","0","12","940","132","207","95","186","66"
"1400000US41061970800","Census Tract 9708, Union County, Oregon","1560","90","1330","112","24","18","1207","113","99","57","230","83"
"1400000US41061970600","Census Tract 9706, Union County, Oregon","1547","145","1420","158","16","15","1304","145","100","67","127","78"
"1400000US41061970200","Census Tract 9702, Union County, Oregon","1286","100","1075","97","0","12","966","92","109","49","211","75"
"1400000US41061970500","Census Tract 9705, Union County, Oregon","1316","86","1243","97","11","17","1095","130","137","79","73","41"
"1400000US41061970100","Census Tract 9701, Union County, Oregon","1324","93","1096","90","38","29","985","91","73","29","228","60"
"1400000US41061970400","Census Tract 9704, Union County, Oregon","1204","78","1070","87","9","15","985","86","76","45","134","80"
"1400000US41067031005","Census Tract 310.05, Washington County, Oregon","2126","138","2080","138","15","24","1918","156","147","107","46","44"
"1400000US41067031402","Census Tract 314.02, Washington County, Oregon","1253","85","1232","82","0","12","1189","80","43","35","21","22"
"1400000US41067031404","Census Tract 314.04, Washington County, Oregon","2289","83","2214","97","12","19","2118","122","84","70","75","53"
"1400000US41067032200","Census Tract 322, Washington County, Oregon","2777","120","2627","138","13","22","2533","136","81","80","150","89"
"1400000US41067031508","Census Tract 315.08, Washington County, Oregon","2813","114","2756","117","0","17","2703","136","53","68","57","46"
"1400000US41067031511","Census Tract 315.11, Washington County, Oregon","1072","48","1024","67","0","12","971","78","53","54","48","47"
"1400000US41067031806","Census Tract 318.06, Washington County, Oregon","2076","47","1896","116","10","16","1851","121","35","33","180","121"
"1400000US41067033200","Census Tract 332, Washington County, Oregon","2406","196","2134","202","36","55","1598","225","500","236","272","136"
"1400000US41067031300","Census Tract 313, Washington County, Oregon","3121","107","2918","163","0","17","2599","199","319","141","203","144"
"1400000US41067032001","Census Tract 320.01, Washington County, Oregon","2220","152","2032","169","0","17","1961","160","71","60","188","125"
"1400000US41067031904","Census Tract 319.04, Washington County, Oregon","1118","33","1105","38","0","12","1074","43","31","29","13","19"
"1400000US41067030900","Census Tract 309, Washington County, Oregon","2206","116","2018","135","62","69","1759","161","197","136","188","82"
"1400000US41067031512","Census Tract 315.12, Washington County, Oregon","2664","120","2562","129","0","17","2409","157","153","95","102","60"
"1400000US41049970200","Census Tract 9702, Morrow County, Oregon","1179","99","1056","98","0","12","957","101","99","35","123","42"
"1400000US41049970100","Census Tract 9701, Morrow County, Oregon","2780","111","2431","142","35","28","2009","148","387","83","349","124"
"1400000US41007951200","Census Tract 9512, Clatsop County, Oregon","1229","89","1124","96","6","7","989","92","129","51","105","49"
"1400000US41007951300","Census Tract 9513, Clatsop County, Oregon","1002","88","912","89","7","11","876","85","29","20","90","49"
"1400000US41007950500","Census Tract 9505, Clatsop County, Oregon","1854","142","1754","142","6","10","1610","139","138","70","100","48"
"1400000US41007950200","Census Tract 9502, Clatsop County, Oregon","1831","136","1606","156","0","12","1492","154","114","61","225","85"
"1400000US41007950300","Census Tract 9503, Clatsop County, Oregon","1273","101","1047","109","8","12","936","106","103","63","226","87"
"1400000US41007950600","Census Tract 9506, Clatsop County, Oregon","1120","97","947","103","10","16","835","105","102","56","173","69"
"1400000US41007950900","Census Tract 9509, Clatsop County, Oregon","1987","212","1655","190","0","12","1514","189","141","70","332","139"
"1400000US41007950100","Census Tract 9501, Clatsop County, Oregon","1441","119","1370","115","0","12","1267","118","103","47","71","42"
"1400000US41007950700","Census Tract 9507, Clatsop County, Oregon","883","80","788","80","0","12","726","76","62","36","95","41"
"1400000US41007950400","Census Tract 9504, Clatsop County, Oregon","1421","108","1297","100","0","12","1169","113","128","94","124","58"
"1400000US41007951100","Census Tract 9511, Clatsop County, Oregon","1869","173","1596","187","0","12","1435","181","161","61","273","107"
"1400000US41011000200","Census Tract 2, Coos County, Oregon","1093","94","976","103","11","17","775","118","190","86","117","53"
"1400000US41011000100","Census Tract 1, Coos County, Oregon","2444","213","2161","204","51","51","1855","209","255","133","283","101"
"1400000US41011000700","Census Tract 7, Coos County, Oregon","3190","237","2767","260","0","17","2450","277","317","133","423","141"
"1400000US41011001000","Census Tract 10, Coos County, Oregon","3305","300","2750","318","21","33","2214","296","515","208","555","171"
"1400000US41011001100","Census Tract 11, Coos County, Oregon","2549","219","2144","187","24","26","1715","151","405","147","405","115"
"1400000US41011000600","Census Tract 6, Coos County, Oregon","1112","113","978","112","0","12","833","116","145","76","134","54"
"1400000US41011000800","Census Tract 8, Coos County, Oregon","1304","80","1068","99","0","12","981","107","87","61","236","79"
"1400000US41011000300","Census Tract 3, Coos County, Oregon","1304","98","1074","102","16","18","1003","102","55","33","230","92"
"1400000US41011000400","Census Tract 4, Coos County, Oregon","2533","139","2260","166","0","17","2134","169","126","61","273","120"
"1400000US41011000502","Census Tract 5.02, Coos County, Oregon","1298","131","1068","134","0","12","908","157","160","88","230","95"
"1400000US41011000900","Census Tract 9, Coos County, Oregon","2939","234","2455","221","26","29","1994","221","435","167","484","148"
"1400000US41015950100","Census Tract 9501, Curry County, Oregon","1382","154","1167","146","11","18","944","140","212","76","215","78"
"1400000US41015950200","Census Tract 9502, Curry County, Oregon","2486","218","2206","223","0","17","2016","241","190","100","280","126"
"1400000US41015950301","Census Tract 9503.01, Curry County, Oregon","2000","201","1772","202","31","27","1683","208","58","52","228","125"
"1400000US41015950400","Census Tract 9504, Curry County, Oregon","2500","217","1941","247","57","64","1469","251","415","174","559","169"
"1400000US41015950302","Census Tract 9503.02, Curry County, Oregon","2072","241","1784","225","32","39","1564","190","188","134","288","105"
"1400000US41021960100","Census Tract 9601, Gilliam County, Oregon","848","60","694","67","16","14","589","68","89","33","154","41"
"1400000US41027950100","Census Tract 9501, Hood River County, Oregon","1361","139","1227","135","4","7","1101","130","122","66","134","83"
"1400000US41027950200","Census Tract 9502, Hood River County, Oregon","2819","199","2607","215","0","17","2378","227","229","112","212","118"
"1400000US41027950300","Census Tract 9503, Hood River County, Oregon","2602","221","2346","223","0","17","2181","231","165","82","256","126"
"1400000US41027950400","Census Tract 9504, Hood River County, Oregon","1757","188","1564","176","34","30","1406","167","124","75","193","90"
"1400000US41037960200","Census Tract 9602, Lake County, Oregon","2150","166","1644","194","0","17","1416","192","228","85","506","126"
"1400000US41051000402","Census Tract 4.02, Multnomah County, Oregon","1425","104","1360","101","8","13","1307","107","45","35","65","50"
"1400000US41037960100","Census Tract 9601, Lake County, Oregon","1344","110","1148","127","3","3","724","113","421","110","196","65"
"1400000US41051000301","Census Tract 3.01, Multnomah County, Oregon","2132","164","2006","159","0","17","1897","166","109","82","126","63"
"1400000US41051000200","Census Tract 2, Multnomah County, Oregon","3101","124","2612","185","0","17","2464","183","148","77","489","160"
"1400000US41051001102","Census Tract 11.02, Multnomah County, Oregon","705","59","659","64","0","12","630","66","29","18","46","35"
"1400000US41051001500","Census Tract 15, Multnomah County, Oregon","1372","77","1323","80","0","12","1264","81","59","35","49","29"
"1400000US41051002801","Census Tract 28.01, Multnomah County, Oregon","1209","64","1166","62","0","12","1140","62","26","23","43","29"
"1400000US41051000502","Census Tract 5.02, Multnomah County, Oregon","1958","104","1660","112","10","16","1584","114","66","41","298","89"
"1400000US41051000802","Census Tract 8.02, Multnomah County, Oregon","2140","99","2080","110","0","12","1984","122","96","54","60","46"
"1400000US41051001000","Census Tract 10, Multnomah County, Oregon","2560","164","2477","163","34","40","2272","164","171","100","83","60"
"1400000US41051001101","Census Tract 11.01, Multnomah County, Oregon","1539","86","1367","102","0","12","1210","106","157","55","172","60"
"1400000US41051001201","Census Tract 12.01, Multnomah County, Oregon","2703","157","2597","185","0","17","2387","187","210","115","106","79"
"1400000US41051001202","Census Tract 12.02, Multnomah County, Oregon","1552","55","1500","63","0","12","1429","91","71","60","52","32"
"1400000US41051001301","Census Tract 13.01, Multnomah County, Oregon","1906","115","1815","116","0","12","1734","118","81","56","91","41"
"1400000US41051001400","Census Tract 14, Multnomah County, Oregon","2480","94","2390","126","0","17","2255","139","135","74","90","79"
"1400000US41051002502","Census Tract 25.02, Multnomah County, Oregon","2108","123","2038","126","17","27","1901","149","120","65","70","53"
"1400000US41051002701","Census Tract 27.01, Multnomah County, Oregon","1217","51","1189","52","0","12","1167","58","22","24","28","20"
"1400000US41051003803","Census Tract 38.03, Multnomah County, Oregon","1783","120","1671","122","0","12","1560","135","111","70","112","63"
"1400000US41051004601","Census Tract 46.01, Multnomah County, Oregon","1495","94","1463","96","0","12","1417","97","46","31","32","34"
"1400000US41051006300","Census Tract 63, Multnomah County, Oregon","1661","72","1608","74","9","14","1477","88","122","84","53","32"
"1400000US41051006402","Census Tract 64.02, Multnomah County, Oregon","2107","157","2092","159","0","17","2039","153","53","48","15","24"
"1400000US41051007000","Census Tract 70, Multnomah County, Oregon","3168","160","3137","171","21","33","3044","177","72","58","31","33"
"1400000US41051007201","Census Tract 72.01, Multnomah County, Oregon","1181","120","1109","129","9","14","994","109","106","68","72","38"
"1400000US41051003802","Census Tract 38.02, Multnomah County, Oregon","1410","73","1349","78","0","12","1283","80","66","49","61","35"
"1400000US41051003901","Census Tract 39.01, Multnomah County, Oregon","2885","150","2728","178","0","17","2623","172","105","102","157","86"
"1400000US41051005500","Census Tract 55, Multnomah County, Oregon","1687","104","1509","121","0","12","1333","130","176","77","178","88"
"1400000US41051005800","Census Tract 58, Multnomah County, Oregon","2411","173","2370","179","12","19","1994","205","364","165","41","37"
"1400000US41051005900","Census Tract 59, Multnomah County, Oregon","4830","227","4730","235","66","85","4446","229","218","85","100","65"
"1400000US41051006701","Census Tract 67.01, Multnomah County, Oregon","1373","67","1325","68","0","12","1259","79","66","60","48","27"
"1400000US41051007300","Census Tract 73, Multnomah County, Oregon","188","60","133","53","0","12","106","52","27","16","55","42"
"1400000US41051008002","Census Tract 80.02, Multnomah County, Oregon","1136","88","1042","105","9","14","941","116","92","55","94","59"
"1400000US41051008901","Census Tract 89.01, Multnomah County, Oregon","3177","139","3101","145","0","19","2806","181","295","147","76","71"
"1400000US41051009000","Census Tract 90, Multnomah County, Oregon","3405","170","3047","210","0","19","2737","223","310","177","358","163"
"1400000US41051009202","Census Tract 92.02, Multnomah County, Oregon","1724","83","1579","94","39","30","1442","110","98","44","145","64"
"1400000US41051009301","Census Tract 93.01, Multnomah County, Oregon","2286","139","2133","157","0","17","1823","196","310","124","153","82"
"1400000US41051009801","Census Tract 98.01, Multnomah County, Oregon","1482","90","1143","147","0","12","1030","136","113","77","339","127"
"1400000US41051008400","Census Tract 84, Multnomah County, Oregon","1586","110","1364","133","0","12","1188","141","176","77","222","86"
"1400000US41051008902","Census Tract 89.02, Multnomah County, Oregon","1472","84","1405","93","0","12","1328","98","77","62","67","51"
"1400000US41051009101","Census Tract 91.01, Multnomah County, Oregon","2026","110","1829","146","21","23","1491","158","317","151","197","114"
"1400000US41051010002","Census Tract 100.02, Multnomah County, Oregon","1964","152","1899","160","16","19","1751","175","132","76","65","55"
"1400000US41051007600","Census Tract 76, Multnomah County, Oregon","1328","91","1093","116","0","12","995","116","98","55","235","116"
"1400000US41051007700","Census Tract 77, Multnomah County, Oregon","804","56","777","57","0","12","716","57","61","33","27","16"
"1400000US41051008100","Census Tract 81, Multnomah County, Oregon","3116","156","2663","194","15","26","2426","206","222","110","453","170"
"1400000US41051008700","Census Tract 87, Multnomah County, Oregon","1793","88","1659","101","0","17","1591","105","68","40","134","59"
"1400000US41051009102","Census Tract 91.02, Multnomah County, Oregon","2278","124","1873","171","17","29","1817","178","39","45","405","168"
"1400000US41051010402","Census Tract 104.02, Multnomah County, Oregon","2238","131","2075","153","16","26","2009","153","50","45","163","113"
"1400000US41051009604","Census Tract 96.04, Multnomah County, Oregon","1910","101","1679","125","0","17","1417","137","262","118","231","88"
"1400000US41051009605","Census Tract 96.05, Multnomah County, Oregon","2239","170","2112","195","0","17","1979","217","133","115","127","109"
"1400000US41051009606","Census Tract 96.06, Multnomah County, Oregon","2020","103","1682","135","8","13","1419","162","255","143","338","139"
"1400000US41051010408","Census Tract 104.08, Multnomah County, Oregon","2025","103","1876","129","0","17","1577","205","299","196","149","81"
"1400000US41051010305","Census Tract 103.05, Multnomah County, Oregon","1518","78","1432","98","0","12","1335","106","97","53","86","74"
"1400000US41051009702","Census Tract 97.02, Multnomah County, Oregon","2640","268","2306","264","0","17","1978","231","328","159","334","168"
"1400000US41051009803","Census Tract 98.03, Multnomah County, Oregon","2651","182","2281","197","0","17","1925","180","356","148","370","126"
"1400000US41051010304","Census Tract 103.04, Multnomah County, Oregon","1266","103","1206","109","9","13","1075","109","122","55","60","45"
"1400000US41051007400","Census Tract 74, Multnomah County, Oregon","1396","91","1309","101","0","12","1231","109","78","46","87","51"
"1400000US41051000701","Census Tract 7.01, Multnomah County, Oregon","2003","82","1841","94","10","15","1773","97","58","49","162","64"
"1400000US41051001602","Census Tract 16.02, Multnomah County, Oregon","1779","71","1594","100","21","24","1495","107","78","48","185","79"
"1400000US41051002802","Census Tract 28.02, Multnomah County, Oregon","1357","50","1316","62","0","12","1281","69","35","31","41","32"
"1400000US41051003602","Census Tract 36.02, Multnomah County, Oregon","2472","81","2343","104","0","17","2222","123","121","96","129","66"
"1400000US41051005100","Census Tract 51, Multnomah County, Oregon","5570","396","5030","460","29","45","4380","482","621","225","540","241"
"1400000US41051006002","Census Tract 60.02, Multnomah County, Oregon","961","41","889","43","0","12","852","43","37","21","72","29"
"1400000US41051008600","Census Tract 86, Multnomah County, Oregon","1562","135","1416","111","12","15","1300","116","104","57","146","90"
"1400000US41051007100","Census Tract 71, Multnomah County, Oregon","1095","116","1007","125","0","12","914","117","93","55","88","54"
"1400000US41051008001","Census Tract 80.01, Multnomah County, Oregon","1352","104","1215","118","0","12","1115","115","100","64","137","64"
"1400000US41051008500","Census Tract 85, Multnomah County, Oregon","1576","61","1421","112","12","18","1266","127","143","76","155","89"
"1400000US41051000702","Census Tract 7.02, Multnomah County, Oregon","2009","87","1819","109","0","17","1672","130","147","87","190","91"
"1400000US41051001801","Census Tract 18.01, Multnomah County, Oregon","2142","61","1924","87","0","12","1817","102","107","62","218","69"
"1400000US41051001802","Census Tract 18.02, Multnomah County, Oregon","1664","53","1516","88","0","12","1420","89","96","60","148","71"
"1400000US41051002100","Census Tract 21, Multnomah County, Oregon","1481","126","1403","135","0","12","1333","140","70","43","78","58"
"1400000US41051002402","Census Tract 24.02, Multnomah County, Oregon","2002","150","1954","154","16","24","1721","172","217","96","48","44"
"1400000US41051002903","Census Tract 29.03, Multnomah County, Oregon","2069","139","1981","147","0","17","1788","154","193","102","88","52"
"1400000US41051003301","Census Tract 33.01, Multnomah County, Oregon","1332","101","1207","81","0","12","1115","98","92","66","125","89"
"1400000US41051003702","Census Tract 37.02, Multnomah County, Oregon","1042","43","968","51","0","12","898","53","70","32","74","34"
"1400000US41051003801","Census Tract 38.01, Multnomah County, Oregon","1371","89","1312","85","0","12","1144","91","168","75","59","38"
"1400000US41051004200","Census Tract 42, Multnomah County, Oregon","1910","94","1856","112","14","22","1760","111","82","48","54","57"
"1400000US41051004700","Census Tract 47, Multnomah County, Oregon","2587","128","2529","147","0","12","2281","178","248","128","58","92"
"1400000US41051006502","Census Tract 65.02, Multnomah County, Oregon","2063","129","2003","138","16","25","1878","152","109","82","60","52"
"1400000US41051006802","Census Tract 68.02, Multnomah County, Oregon","1454","67","1428","70","0","12","1406","71","22","22","26","24"
"1400000US41051007500","Census Tract 75, Multnomah County, Oregon","1782","148","1646","141","0","17","1582","139","64","62","136","80"
"1400000US41051007800","Census Tract 78, Multnomah County, Oregon","785","39","716","46","3","5","680","44","33","23","69","33"
"1400000US41051008800","Census Tract 88, Multnomah County, Oregon","1620","82","1560","95","5","9","1454","101","101","57","60","44"
