"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total!!With an Internet subscription!!Broadband of any type","Estimate!!Total!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan","Estimate!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access"
"1400000US41051000501","Census Tract 5.01, Multnomah County, Oregon","1711","61","1451","98","49","69","1402","105","1083","123","109","70","1207","119","283","82","95","65","10","14","17","20","58","48","202","71"
"1400000US41051001302","Census Tract 13.02, Multnomah County, Oregon","1401","77","1349","71","0","12","1349","71","1071","93","50","33","1268","74","224","57","77","53","10","16","0","12","8","13","44","36"
"1400000US41051002401","Census Tract 24.01, Multnomah County, Oregon","1135","77","1077","74","0","12","1077","74","959","83","56","36","1015","77","118","61","11","18","0","12","0","12","34","20","24","22"
"1400000US41051003402","Census Tract 34.02, Multnomah County, Oregon","1765","111","1672","112","0","12","1672","112","1420","138","192","92","1416","155","240","74","35","34","12","19","0","12","8","14","85","47"
"1400000US41051003501","Census Tract 35.01, Multnomah County, Oregon","1552","96","1311","121","14","17","1297","122","1047","125","172","88","1073","123","206","70","50","43","44","43","0","12","59","48","182","83"
"1400000US41051003601","Census Tract 36.01, Multnomah County, Oregon","2004","80","1853","106","0","17","1853","106","1550","127","172","94","1653","106","263","86","38","29","10","15","0","17","80","58","71","39"
"1400000US41051004001","Census Tract 40.01, Multnomah County, Oregon","2734","163","2465","208","0","17","2465","208","2024","205","428","151","1788","247","371","117","150","85","31","36","31","36","25","34","244","103"
"1400000US41051005200","Census Tract 52, Multnomah County, Oregon","3137","210","2612","220","0","12","2612","220","2099","249","266","99","2229","228","470","142","75","58","14","23","29","36","207","96","318","141"
"1400000US41051005700","Census Tract 57, Multnomah County, Oregon","2354","168","2039","190","16","25","2023","194","1552","215","157","95","1772","215","453","178","83","65","18","28","0","12","205","139","110","75"
"1400000US41051006001","Census Tract 60.01, Multnomah County, Oregon","738","44","721","41","0","12","721","41","588","50","32","17","677","39","121","36","0","12","0","12","12","14","7","12","10","10"
"1400000US41051006501","Census Tract 65.01, Multnomah County, Oregon","2404","118","2307","124","58","44","2249","140","1837","159","116","89","2073","161","380","135","58","46","16","25","0","17","34","42","63","52"
"1400000US41051007202","Census Tract 72.02, Multnomah County, Oregon","1222","105","1113","105","6","11","1107","106","902","120","106","74","961","129","175","89","72","47","18","22","0","12","18","20","91","65"
"1400000US41051007900","Census Tract 79, Multnomah County, Oregon","1817","92","1611","103","8","13","1603","101","1278","122","205","99","1302","144","277","83","132","75","17","30","0","12","61","44","145","54"
"1400000US41051008202","Census Tract 82.02, Multnomah County, Oregon","3114","213","2437","258","0","17","2437","258","1959","256","262","120","2140","233","444","134","32","37","17","28","0","17","119","86","558","185"
"1400000US41051008302","Census Tract 83.02, Multnomah County, Oregon","1497","110","1230","130","33","39","1197","134","905","144","122","77","975","130","258","89","121","63","22","25","0","12","59","56","208","72"
"1400000US41051009302","Census Tract 93.02, Multnomah County, Oregon","1752","77","1411","132","8","13","1403","133","1014","139","186","90","1190","138","340","99","38","33","0","12","10","15","121","91","220","93"
"1400000US41051009701","Census Tract 97.01, Multnomah County, Oregon","2159","77","1679","143","18","21","1661","146","1288","160","300","109","1320","153","361","116","92","53","12","18","0","17","79","95","401","129"
"1400000US41051010303","Census Tract 103.03, Multnomah County, Oregon","2106","152","1676","180","0","17","1676","180","1332","210","175","114","1475","173","344","147","55","41","0","17","0","17","53","54","377","171"
"1400000US41051000100","Census Tract 1, Multnomah County, Oregon","2866","183","2691","180","11","19","2680","179","2227","192","219","119","2379","190","424","128","73","52","29","33","0","17","66","51","109","76"
"1400000US41051000602","Census Tract 6.02, Multnomah County, Oregon","2073","82","1771","139","0","17","1771","139","1281","151","256","81","1460","142","467","118","93","56","0","17","0","17","28","43","274","125"
"1400000US41051000801","Census Tract 8.01, Multnomah County, Oregon","2102","88","1930","123","15","19","1915","124","1391","157","121","82","1772","110","502","137","69","67","22","26","0","12","24","25","148","87"
"1400000US41051002901","Census Tract 29.01, Multnomah County, Oregon","1956","97","1792","135","25","24","1767","137","1423","146","180","90","1558","163","323","98","104","66","11","15","0","12","9","15","155","103"
"1400000US41051003603","Census Tract 36.03, Multnomah County, Oregon","651","40","605","47","3","6","602","47","456","58","34","23","562","54","133","42","36","33","0","12","6","9","13","14","33","23"
"1400000US41051004002","Census Tract 40.02, Multnomah County, Oregon","1729","83","1567","97","6","11","1561","96","1327","108","165","61","1373","99","227","79","47","29","0","17","7","12","24","21","138","68"
"1400000US41051004102","Census Tract 41.02, Multnomah County, Oregon","2096","153","1765","174","0","17","1765","174","1406","162","285","157","1423","214","348","117","135","72","0","17","0","17","36","34","295","117"
"1400000US41051004300","Census Tract 43, Multnomah County, Oregon","446","36","407","38","11","10","396","40","321","45","40","24","348","51","67","27","13","14","8","11","0","12","4","6","35","28"
"1400000US41051004500","Census Tract 45, Multnomah County, Oregon","1353","103","1239","105","0","12","1239","105","1088","116","96","46","1092","109","120","54","30","28","0","12","21","22","45","47","69","76"
"1400000US41051005000","Census Tract 50, Multnomah County, Oregon","2321","159","2131","158","0","12","2131","158","1838","159","136","77","1935","167","293","95","73","44","0","12","0","12","114","47","76","47"
"1400000US41051006100","Census Tract 61, Multnomah County, Oregon","1015","48","948","60","0","12","948","60","790","68","58","51","862","70","142","46","41","25","10","15","0","12","5","9","62","41"
"1400000US41051006200","Census Tract 62, Multnomah County, Oregon","1269","64","1144","72","0","12","1144","72","990","88","86","52","1029","94","154","62","23","20","0","12","0","12","42","41","83","46"
"1400000US41051006601","Census Tract 66.01, Multnomah County, Oregon","1108","39","987","67","0","12","987","67","753","84","29","37","943","69","219","70","21","20","0","12","0","12","18","17","103","59"
"1400000US41051010405","Census Tract 104.05, Multnomah County, Oregon","2404","129","1838","195","0","17","1838","195","1499","204","223","116","1539","176","295","98","99","54","0","17","20","32","58","45","508","197"
"1400000US41051001701","Census Tract 17.01, Multnomah County, Oregon","2981","134","2764","161","0","17","2764","161","2149","234","399","153","2314","187","601","205","81","63","14","22","0","17","50","46","167","80"
"1400000US41051006602","Census Tract 66.02, Multnomah County, Oregon","2492","95","2163","135","0","17","2163","135","1783","187","189","127","1919","172","340","125","62","50","0","17","0","17","111","82","218","104"
"1400000US41051009502","Census Tract 95.02, Multnomah County, Oregon","1597","125","1394","132","0","12","1394","132","846","104","55","42","1295","141","501","125","63","44","8","13","0","12","54","56","149","70"
"1400000US41051010407","Census Tract 104.07, Multnomah County, Oregon","1917","92","1575","111","0","17","1575","111","1318","120","63","45","1481","126","242","88","63","42","7","12","0","17","76","58","266","90"
"1400000US41051002000","Census Tract 20, Multnomah County, Oregon","3442","184","3220","208","0","17","3220","208","2799","217","174","95","2997","229","406","110","50","47","0","17","0","17","98","63","124","101"
"1400000US41067031703","Census Tract 317.03, Washington County, Oregon","1682","69","1574","93","0","17","1574","93","1117","131","113","65","1429","110","424","118","31","27","20","22","0","17","37","30","71","61"
"1400000US41067031805","Census Tract 318.05, Washington County, Oregon","2390","105","2343","112","0","17","2343","112","1894","175","37","35","2296","118","449","156","27","32","0","17","0","17","12","20","35","31"
"1400000US41067032103","Census Tract 321.03, Washington County, Oregon","3768","163","3395","196","0","19","3395","196","2568","250","207","108","3137","209","777","233","214","118","34","40","0","19","161","102","212","107"
"1400000US41067030300","Census Tract 303, Washington County, Oregon","1942","67","1714","72","0","12","1714","72","1414","106","119","44","1559","79","281","84","56","34","8","12","0","12","53","39","175","77"
"1400000US41067032603","Census Tract 326.03, Washington County, Oregon","2387","133","2147","184","0","17","2147","184","1759","175","127","74","1960","204","372","132","29","33","0","17","0","17","153","103","87","89"
"1400000US41067032800","Census Tract 328, Washington County, Oregon","396","68","339","63","0","12","339","63","240","65","33","22","170","52","43","21","154","57","31","24","5","7","4","7","53","29"
"1400000US41067030803","Census Tract 308.03, Washington County, Oregon","2684","132","2216","179","44","70","2172","195","1579","191","175","113","1932","207","529","147","94","59","14","22","0","17","118","84","350","151"
"1400000US41067031003","Census Tract 310.03, Washington County, Oregon","2956","119","2807","148","0","17","2807","148","2102","218","197","128","2565","182","705","183","60","45","0","17","0","17","0","17","149","95"
"1400000US41067031006","Census Tract 310.06, Washington County, Oregon","2836","148","2634","192","15","25","2619","195","1873","215","226","114","2346","232","729","172","62","52","0","17","0","17","87","78","115","96"
"1400000US41067031706","Census Tract 317.06, Washington County, Oregon","1985","97","1778","126","0","17","1778","126","1362","164","125","79","1631","125","400","117","43","35","0","17","3","7","70","60","137","75"
"1400000US41067031610","Census Tract 316.10, Washington County, Oregon","3165","148","2991","164","0","17","2991","164","2429","198","200","130","2733","197","523","142","183","83","26","28","0","17","13","20","161","76"
"1400000US41067032300","Census Tract 323, Washington County, Oregon","1965","81","1896","91","37","41","1859","100","1415","133","167","69","1566","120","400","103","86","54","20","19","24","38","0","17","69","41"
"1400000US41067032606","Census Tract 326.06, Washington County, Oregon","2213","179","1729","265","0","17","1729","265","1340","280","64","53","1613","283","363","136","117","91","13","19","0","17","199","140","285","120"
"1400000US41067032901","Census Tract 329.01, Washington County, Oregon","1935","140","1540","144","0","17","1540","144","1194","157","164","69","1348","138","325","102","52","33","11","17","0","17","151","77","244","82"
"1400000US41067030402","Census Tract 304.02, Washington County, Oregon","2190","124","1944","167","23","35","1921","162","1574","191","134","108","1749","172","335","131","105","64","0","17","0","17","98","86","148","102"
"1400000US41067030501","Census Tract 305.01, Washington County, Oregon","2088","133","1873","185","0","17","1873","185","1418","195","51","43","1753","180","402","131","68","69","53","64","0","17","13","21","202","105"
"1400000US41067030700","Census Tract 307, Washington County, Oregon","675","49","546","63","0","12","546","63","459","68","101","49","440","68","87","34","20","18","0","12","0","12","53","34","76","30"
"1400000US41067031504","Census Tract 315.04, Washington County, Oregon","2549","128","2486","134","0","17","2486","134","1874","151","121","108","2338","173","571","154","86","68","27","34","0","17","18","28","45","50"
"1400000US41067031612","Census Tract 316.12, Washington County, Oregon","1318","113","1256","120","0","12","1256","120","1057","131","137","99","1093","135","199","63","25","25","0","12","0","12","33","37","29","28"
"1400000US41067031506","Census Tract 315.06, Washington County, Oregon","1519","57","1400","73","0","12","1400","73","1089","97","87","68","1299","97","304","82","30","23","0","12","7","12","52","44","67","52"
"1400000US41067031609","Census Tract 316.09, Washington County, Oregon","5324","200","4770","213","0","19","4770","213","3813","302","354","178","4362","244","942","217","19","32","0","19","0","19","271","112","283","128"
"1400000US41067031705","Census Tract 317.05, Washington County, Oregon","1867","90","1632","128","9","15","1623","129","1242","138","188","89","1423","142","371","109","88","61","0","17","0","17","38","46","197","102"
"1400000US41067030600","Census Tract 306, Washington County, Oregon","2334","138","1812","176","13","21","1799","174","1308","177","89","69","1685","181","468","140","75","44","0","17","0","17","157","99","365","141"
"1400000US41067031004","Census Tract 310.04, Washington County, Oregon","3090","121","2637","172","0","17","2637","172","2128","186","213","112","2339","171","405","124","113","65","41","39","31","49","220","113","233","82"
"1400000US41067031100","Census Tract 311, Washington County, Oregon","1204","75","1005","107","18","24","987","107","770","120","166","96","813","109","217","81","17","20","0","12","0","12","29","27","170","81"
"1400000US41067031403","Census Tract 314.03, Washington County, Oregon","1888","90","1670","118","7","12","1663","118","1200","144","25","22","1626","118","463","107","19","22","0","17","0","17","70","53","148","67"
"1400000US41067031507","Census Tract 315.07, Washington County, Oregon","2258","132","2044","159","0","17","2044","159","1553","189","143","72","1890","169","491","131","70","55","0","17","0","17","17","28","197","102"
"1400000US41067031509","Census Tract 315.09, Washington County, Oregon","1785","123","1643","132","7","11","1636","132","1354","146","79","64","1507","125","282","74","60","42","0","17","0","17","60","43","82","47"
"1400000US41067032902","Census Tract 329.02, Washington County, Oregon","2276","151","2055","176","14","21","2041","176","1417","228","260","162","1733","205","540","172","127","83","17","28","0","17","119","108","102","64"
"1400000US41067031704","Census Tract 317.04, Washington County, Oregon","3017","90","2930","117","30","37","2900","127","2239","204","111","70","2719","153","641","198","199","89","20","33","0","17","18","27","69","59"
"1400000US41067033000","Census Tract 330, Washington County, Oregon","2036","86","1599","149","12","19","1587","155","1044","154","128","79","1074","119","298","82","329","120","198","110","31","33","170","109","267","118"
"1400000US41067033600","Census Tract 336, Washington County, Oregon","844","44","632","67","17","18","615","65","401","66","68","29","401","59","162","47","133","55","34","22","0","12","50","45","162","51"
"1400000US41051005600","Census Tract 56, Multnomah County, Oregon","2751","178","2072","220","52","57","2020","227","1450","210","197","112","1764","232","514","155","76","60","23","34","0","17","426","171","253","126"
"1400000US41051006801","Census Tract 68.01, Multnomah County, Oregon","1108","37","1004","58","6","9","998","58","820","82","70","49","928","63","160","61","33","30","0","12","0","12","0","12","104","50"
"1400000US41051009501","Census Tract 95.01, Multnomah County, Oregon","1895","115","1576","138","9","15","1567","139","1267","147","130","52","1383","142","289","87","100","58","11","18","0","12","33","28","286","98"
"1400000US41051009400","Census Tract 94, Multnomah County, Oregon","2744","162","2215","185","14","23","2201","184","1626","184","210","99","1925","191","514","150","126","75","32","38","0","17","92","65","437","146"
"1400000US41061970300","Census Tract 9703, Union County, Oregon","911","58","731","66","2","3","729","66","475","64","62","23","533","67","189","45","147","36","55","25","10","16","23","23","157","35"
"1400000US41061970700","Census Tract 9707, Union County, Oregon","1333","111","956","131","0","12","956","131","710","120","96","66","819","132","204","75","44","38","32","32","0","12","169","79","208","79"
"1400000US41061970800","Census Tract 9708, Union County, Oregon","1560","90","1238","114","28","20","1210","112","768","132","214","91","916","107","370","71","122","63","30","24","0","12","12","14","310","98"
"1400000US41061970600","Census Tract 9706, Union County, Oregon","1547","145","1330","150","16","15","1314","147","976","142","164","60","1073","144","300","86","89","48","23","19","6","9","12","19","205","93"
"1400000US41061970200","Census Tract 9702, Union County, Oregon","1286","100","982","93","0","12","982","93","598","97","125","48","703","92","324","76","115","46","33","29","16","18","73","41","231","75"
"1400000US41061970500","Census Tract 9705, Union County, Oregon","1316","86","1123","126","11","17","1112","126","743","123","180","92","891","119","303","85","70","45","12","16","5","9","45","46","148","68"
"1400000US41061970100","Census Tract 9701, Union County, Oregon","1324","93","1027","90","38","29","989","91","616","87","147","50","616","86","228","72","207","43","94","29","26","17","41","17","256","64"
"1400000US41061970400","Census Tract 9704, Union County, Oregon","1204","78","994","86","9","15","985","86","640","115","137","63","741","97","306","92","70","33","15","17","18","22","49","41","161","84"
"1400000US41067031005","Census Tract 310.05, Washington County, Oregon","2126","138","1947","163","15","24","1932","159","1605","182","184","140","1719","208","304","135","199","110","0","17","0","17","15","26","164","101"
"1400000US41067031402","Census Tract 314.02, Washington County, Oregon","1253","85","1189","80","0","12","1189","80","928","92","120","70","1024","95","250","82","26","30","0","12","11","17","19","20","45","36"
"1400000US41067031404","Census Tract 314.04, Washington County, Oregon","2289","83","2130","119","12","19","2118","122","1688","127","141","98","1953","160","374","100","78","77","8","13","0","17","34","32","125","80"
"1400000US41067032200","Census Tract 322, Washington County, Oregon","2777","120","2546","135","13","22","2533","136","1985","197","141","106","2044","171","390","131","366","129","69","52","32","36","39","60","192","93"
"1400000US41067031508","Census Tract 315.08, Washington County, Oregon","2813","114","2703","136","0","17","2703","136","2181","142","133","69","2550","137","522","133","35","40","0","17","0","17","0","17","110","81"
"1400000US41067031511","Census Tract 315.11, Washington County, Oregon","1072","48","971","78","0","12","971","78","716","90","60","41","894","86","234","63","57","37","9","14","0","12","53","54","48","47"
"1400000US41067031806","Census Tract 318.06, Washington County, Oregon","2076","47","1861","122","10","16","1851","121","1420","124","35","32","1771","120","392","108","42","35","7","12","0","17","86","91","129","90"
"1400000US41067033200","Census Tract 332, Washington County, Oregon","2406","196","1650","218","36","55","1614","222","1149","214","251","149","1269","198","385","135","156","80","15","24","14","24","271","190","485","181"
"1400000US41067031300","Census Tract 313, Washington County, Oregon","3121","107","2599","199","0","17","2599","199","1891","220","433","159","2133","221","674","201","49","41","18","28","0","17","81","81","441","171"
"1400000US41067032001","Census Tract 320.01, Washington County, Oregon","2220","152","1961","160","0","17","1961","160","1579","173","70","51","1848","173","324","94","154","115","8","13","0","17","30","42","229","129"
"1400000US41067031904","Census Tract 319.04, Washington County, Oregon","1118","33","1074","43","0","12","1074","43","808","85","73","50","970","66","222","81","89","53","12","20","0","12","7","11","37","32"
"1400000US41067030900","Census Tract 309, Washington County, Oregon","2206","116","1821","145","62","69","1759","161","1350","193","255","169","1473","204","378","144","13","22","0","17","16","26","56","65","329","120"
"1400000US41067031512","Census Tract 315.12, Washington County, Oregon","2664","120","2409","157","0","17","2409","157","1896","204","137","108","2236","180","488","149","97","64","13","20","0","17","141","94","114","65"
"1400000US41049970200","Census Tract 9702, Morrow County, Oregon","1179","99","958","101","0","12","958","101","591","95","109","43","612","102","218","56","300","65","87","42","7","12","29","17","192","47"
"1400000US41049970100","Census Tract 9701, Morrow County, Oregon","2780","111","2063","139","35","28","2028","146","1441","143","396","89","1346","152","462","108","339","94","65","50","0","17","140","67","577","134"
"1400000US41007951200","Census Tract 9512, Clatsop County, Oregon","1229","89","1007","93","6","7","1001","93","742","91","151","57","631","76","137","52","260","77","87","46","13","19","35","25","187","58"
"1400000US41007951300","Census Tract 9513, Clatsop County, Oregon","1002","88","888","88","7","11","881","85","572","79","28","19","783","77","273","58","107","41","29","30","0","12","17","16","97","47"
"1400000US41007950500","Census Tract 9505, Clatsop County, Oregon","1854","142","1627","142","6","10","1621","140","1156","135","102","62","1442","135","402","98","84","51","33","38","11","18","35","28","192","72"
"1400000US41007950200","Census Tract 9502, Clatsop County, Oregon","1831","136","1492","154","0","12","1492","154","1051","159","127","66","1290","148","369","107","48","37","18","22","0","12","10","15","329","97"
"1400000US41007950300","Census Tract 9503, Clatsop County, Oregon","1273","101","955","107","8","12","947","107","677","122","41","30","890","107","254","84","40","35","16","25","0","12","17","21","301","98"
"1400000US41007950600","Census Tract 9506, Clatsop County, Oregon","1120","97","845","107","10","16","835","105","501","97","31","34","745","113","334","102","81","58","0","12","0","12","51","38","224","84"
"1400000US41007950900","Census Tract 9509, Clatsop County, Oregon","1987","212","1514","189","0","12","1514","189","1129","195","107","101","1371","189","366","120","86","67","19","30","0","12","50","44","423","141"
"1400000US41007950100","Census Tract 9501, Clatsop County, Oregon","1441","119","1277","120","0","12","1277","120","840","124","99","63","1070","139","378","88","100","49","27","25","12","19","50","35","114","54"
"1400000US41007950700","Census Tract 9507, Clatsop County, Oregon","883","80","728","77","0","12","728","77","531","76","60","30","657","70","197","41","36","32","0","12","0","12","26","31","129","47"
"1400000US41007950400","Census Tract 9504, Clatsop County, Oregon","1421","108","1169","113","0","12","1169","113","735","119","83","55","837","125","303","93","254","82","104","74","0","12","45","50","207","98"
"1400000US41007951100","Census Tract 9511, Clatsop County, Oregon","1869","173","1448","183","0","12","1448","183","1119","170","118","64","1249","177","277","90","150","70","22","36","0","12","120","57","301","108"
"1400000US41011000200","Census Tract 2, Coos County, Oregon","1093","94","796","120","11","17","785","121","532","117","52","35","278","75","115","42","434","94","138","57","0","12","22","25","275","99"
"1400000US41011000100","Census Tract 1, Coos County, Oregon","2444","213","1906","188","51","51","1855","209","1059","153","237","165","1392","175","556","155","238","135","185","123","0","17","102","93","436","137"
"1400000US41011000700","Census Tract 7, Coos County, Oregon","3190","237","2514","278","0","17","2514","278","1537","295","203","108","2162","290","844","197","223","130","60","96","0","17","118","84","558","158"
"1400000US41011001000","Census Tract 10, Coos County, Oregon","3305","300","2253","308","21","33","2232","302","1354","265","288","151","1689","300","724","206","318","116","79","63","0","17","174","128","878","229"
"1400000US41011001100","Census Tract 11, Coos County, Oregon","2549","219","1758","148","36","28","1722","152","1118","169","365","126","1010","159","462","134","406","104","108","53","14","17","170","105","621","152"
"1400000US41011000600","Census Tract 6, Coos County, Oregon","1112","113","833","116","0","12","833","116","588","104","70","56","753","120","218","78","77","54","0","12","0","12","47","43","232","75"
"1400000US41011000800","Census Tract 8, Coos County, Oregon","1304","80","990","107","0","12","990","107","678","107","47","48","922","108","274","85","67","39","12","19","0","12","31","27","283","84"
"1400000US41011000300","Census Tract 3, Coos County, Oregon","1304","98","1019","103","16","18","1003","102","613","113","83","55","830","97","325","70","63","37","6","11","32","41","32","22","253","94"
"1400000US41011000400","Census Tract 4, Coos County, Oregon","2533","139","2190","158","0","17","2190","158","1524","182","149","105","1945","180","638","137","148","89","0","17","0","17","37","33","306","117"
"1400000US41011000502","Census Tract 5.02, Coos County, Oregon","1298","131","916","157","0","12","916","157","610","142","75","51","810","148","279","120","127","63","8","13","0","12","153","87","229","97"
"1400000US41011000900","Census Tract 9, Coos County, Oregon","2939","234","2052","229","26","29","2026","224","1472","210","247","123","1404","230","375","143","463","142","98","73","0","17","251","143","636","182"
"1400000US41015950100","Census Tract 9501, Curry County, Oregon","1382","154","955","138","11","18","944","140","531","122","145","71","588","122","231","92","239","86","168","81","7","10","26","20","401","101"
"1400000US41015950200","Census Tract 9502, Curry County, Oregon","2486","218","2016","241","0","17","2016","241","1245","196","320","144","1476","234","596","149","261","119","151","114","15","23","116","74","354","140"
"1400000US41015950301","Census Tract 9503.01, Curry County, Oregon","2000","201","1721","205","31","27","1690","206","1144","201","226","118","1354","204","495","168","100","73","11","20","17","27","36","42","243","125"
"1400000US41015950400","Census Tract 9504, Curry County, Oregon","2500","217","1557","245","57","64","1500","244","857","186","305","143","1084","199","550","179","136","77","57","55","21","35","267","142","676","191"
"1400000US41015950302","Census Tract 9503.02, Curry County, Oregon","2072","241","1608","197","32","39","1576","193","1014","166","79","58","1484","197","553","171","93","73","0","12","0","12","123","120","341","120"
"1400000US41021960100","Census Tract 9601, Gilliam County, Oregon","848","60","605","68","16","14","589","68","305","65","64","35","423","65","215","46","120","33","59","23","0","12","58","28","185","46"
"1400000US41027950100","Census Tract 9501, Hood River County, Oregon","1361","139","1123","129","4","7","1119","129","746","115","88","54","870","125","299","87","163","85","59","58","13","17","31","30","207","92"
"1400000US41027950200","Census Tract 9502, Hood River County, Oregon","2819","199","2378","227","0","17","2378","227","1670","253","105","80","1992","257","597","211","436","198","103","104","0","17","71","57","370","144"
"1400000US41027950300","Census Tract 9503, Hood River County, Oregon","2602","221","2181","231","0","17","2181","231","1692","222","133","106","2043","231","489","157","55","51","0","17","0","17","35","46","386","133"
"1400000US41027950400","Census Tract 9504, Hood River County, Oregon","1757","188","1449","171","34","30","1415","169","841","144","127","68","1016","159","320","106","374","112","158","79","9","14","67","45","241","100"
"1400000US41037960200","Census Tract 9602, Lake County, Oregon","2150","166","1426","192","0","17","1426","192","1009","186","160","79","1056","164","310","96","277","102","80","51","0","17","94","58","630","137"
"1400000US41051000402","Census Tract 4.02, Multnomah County, Oregon","1425","104","1315","108","8","13","1307","107","1009","124","90","54","1202","108","292","78","6","9","0","12","0","12","33","30","77","54"
"1400000US41037960100","Census Tract 9601, Lake County, Oregon","1344","110","731","113","3","3","728","113","303","83","60","36","314","74","159","47","342","99","256","95","9","12","141","68","472","101"
"1400000US41051000301","Census Tract 3.01, Multnomah County, Oregon","2132","164","1897","166","0","17","1897","166","1580","164","281","143","1591","174","317","123","60","51","0","17","0","17","0","17","235","89"
"1400000US41051000200","Census Tract 2, Multnomah County, Oregon","3101","124","2479","181","0","17","2479","181","2009","210","152","77","2229","209","459","154","80","57","0","17","0","17","87","60","535","160"
"1400000US41051001102","Census Tract 11.02, Multnomah County, Oregon","705","59","630","66","0","12","630","66","509","60","39","23","586","72","121","40","10","10","0","12","0","12","29","18","46","35"
"1400000US41051001500","Census Tract 15, Multnomah County, Oregon","1372","77","1273","80","9","14","1264","81","1035","93","44","32","1193","87","229","80","48","52","0","12","0","12","20","24","79","40"
"1400000US41051002801","Census Tract 28.01, Multnomah County, Oregon","1209","64","1146","65","0","12","1146","65","922","86","40","38","1007","77","177","60","86","36","27","24","0","12","26","23","37","26"
"1400000US41051000502","Census Tract 5.02, Multnomah County, Oregon","1958","104","1594","115","10","16","1584","114","1195","130","133","83","1439","116","367","108","51","41","12","17","0","17","19","23","345","95"
"1400000US41051000802","Census Tract 8.02, Multnomah County, Oregon","2140","99","1984","122","0","12","1984","122","1744","145","289","152","1638","158","201","92","65","45","16","26","0","12","83","46","73","48"
"1400000US41051001000","Census Tract 10, Multnomah County, Oregon","2560","164","2323","164","34","40","2289","164","1951","204","123","76","2133","178","321","131","16","25","0","17","17","27","96","63","141","95"
"1400000US41051001101","Census Tract 11.01, Multnomah County, Oregon","1539","86","1219","106","0","12","1219","106","1038","118","156","60","1009","104","175","77","40","33","6","10","0","12","120","61","200","76"
"1400000US41051001201","Census Tract 12.01, Multnomah County, Oregon","2703","157","2387","187","0","17","2387","187","2105","186","92","69","2156","209","250","126","97","61","32","36","0","17","55","51","261","128"
"1400000US41051001202","Census Tract 12.02, Multnomah County, Oregon","1552","55","1438","89","0","12","1438","89","1220","92","137","68","1262","103","189","66","61","39","10","15","8","11","25","29","89","65"
"1400000US41051001301","Census Tract 13.01, Multnomah County, Oregon","1906","115","1744","118","0","12","1744","118","1469","110","74","36","1629","123","253","69","22","24","22","24","0","12","40","31","122","60"
"1400000US41051001400","Census Tract 14, Multnomah County, Oregon","2480","94","2255","139","0","17","2255","139","1785","187","149","83","2091","153","455","141","33","38","15","24","0","17","79","61","146","99"
"1400000US41051002502","Census Tract 25.02, Multnomah County, Oregon","2108","123","1931","146","17","27","1914","150","1482","158","166","88","1748","157","417","129","38","40","0","12","0","12","78","53","99","60"
"1400000US41051002701","Census Tract 27.01, Multnomah County, Oregon","1217","51","1167","58","0","12","1167","58","925","86","45","37","1115","66","236","73","13","15","0","12","0","12","10","13","40","29"
"1400000US41051003803","Census Tract 38.03, Multnomah County, Oregon","1783","120","1560","135","0","12","1560","135","1250","157","185","91","1345","137","303","100","33","22","0","12","0","12","59","51","164","73"
"1400000US41051004601","Census Tract 46.01, Multnomah County, Oregon","1495","94","1417","97","0","12","1417","97","1170","110","106","48","1264","105","208","73","57","36","30","26","0","12","26","23","52","38"
